Search Type, Solution Length, Visited Cells, Path, Total Time
BFS, 9, 27, <1,a>, <4,b>, <5,*>, <2,*>, <3,*>, <6,*>, <5,*>, <8,b>, <9,c>,   5.960027920082211e-07
DFS, 9, 8, <1,a>, <2,*>, <3,*>, <6,*>, <5,*>, <2,*>, <3,*>, <6,*>, <9,c>,   1.4199758879840374e-07
DFS, 9, 8, <1,a>, <2,*>, <3,*>, <6,*>, <5,*>, <2,*>, <3,*>, <6,*>, <9,c>,   8  1.4299439499154687e-07
Uniform Cost, 9, 32, <1,a>, <4,b>, <5,*>, <2,*>, <3,*>, <6,*>, <5,*>, <8,b>, <9,c>,   1.1700467439368367e-07
