Search Type, Solution Length, Visited Cells, Path, Total Time
BFS, 9, 17, <1,a>, <2,b>, <3,*>, <8,*>, <13,b>, <18,*>, <23,*>, <24,b>, <25,c>,   3.4699769457802176e-07
DFS, 15, 22, <1,a>, <2,b>, <3,*>, <8,*>, <13,b>, <14,c>, <15,a>, <10,*>, <9,c>, <8,*>, <13,b>, <14,c>, <19,a>, <24,b>, <25,c>,   1.3899989426136017e-07
DFS, 15, 22, <1,a>, <2,b>, <3,*>, <8,*>, <13,b>, <14,c>, <15,a>, <10,*>, <9,c>, <8,*>, <13,b>, <14,c>, <19,a>, <24,b>, <25,c>,   16  1.4299439499154687e-07
Uniform Cost, 9, 16, <1,a>, <2,b>, <3,*>, <8,*>, <13,b>, <14,c>, <19,a>, <24,b>, <25,c>,   1.1100200936198235e-07
