Search Type, Solution Length, Visited Cells, Path, Total Time
BFS, 9, 57, <1,a>, <4,*>, <7,*>, <8,*>, <5,*>, <2,*>, <3,*>, <6,*>, <9,c>,   1.0180010576732457e-06
DFS, 9, 8, <1,a>, <2,*>, <3,*>, <6,*>, <5,*>, <4,*>, <7,*>, <8,*>, <9,c>,   1.6400008462369442e-07
DFS, 9, 8, <1,a>, <2,*>, <3,*>, <6,*>, <5,*>, <4,*>, <7,*>, <8,*>, <9,c>,   8  1.449952833354473e-07
Uniform Cost, 9, 143, <1,a>, <4,*>, <7,*>, <8,*>, <5,*>, <2,*>, <3,*>, <6,*>, <9,c>,   1.0400253813713789e-07
