Search Type, Solution Length, Visited Cells, Path, Total Time
BFS, 9, 20, <1,a>, <2,b>, <3,*>, <8,*>, <13,b>, <18,*>, <23,*>, <24,b>, <25,c>,   3.8400321500375867e-07
DFS, 39, 50, <1,a>, <2,b>, <3,*>, <4,*>, <5,b>, <10,*>, <15,a>, <14,*>, <9,c>, <10,*>, <5,b>, <4,*>, <3,*>, <8,*>, <9,c>, <14,*>, <13,b>, <12,*>, <7,a>, <8,*>, <9,c>, <14,*>, <13,b>, <12,*>, <11,*>, <16,b>, <17,c>, <18,*>, <13,b>, <14,*>, <15,a>, <10,*>, <9,c>, <8,*>, <13,b>, <14,*>, <19,a>, <24,b>, <25,c>,   1.3499811757355928e-07
DFS, 39, 50, <1,a>, <2,b>, <3,*>, <4,*>, <5,b>, <10,*>, <15,a>, <14,*>, <9,c>, <10,*>, <5,b>, <4,*>, <3,*>, <8,*>, <9,c>, <14,*>, <13,b>, <12,*>, <7,a>, <8,*>, <9,c>, <14,*>, <13,b>, <12,*>, <11,*>, <16,b>, <17,c>, <18,*>, <13,b>, <14,*>, <15,a>, <10,*>, <9,c>, <8,*>, <13,b>, <14,*>, <19,a>, <24,b>, <25,c>,   38  1.0499934433028102e-07
Uniform Cost, 9, 23, <1,a>, <2,b>, <3,*>, <8,*>, <13,b>, <18,*>, <19,a>, <24,b>, <25,c>,   1.090011210180819e-07
